date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,shootout_winner,raw_margin_home,raw_margin_away,margin_home,margin_away,hfa,adj_margin_home,adj_margin_away,match_type,match_type_weight,tier_weight,home_win,away_win,home_confederation,away_confederation,grouped_date_id,unique_game_id
2006-02-28,Algeria,Burkina Faso,0.0,0.0,Friendly,Rouen,France,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CAF,CAF,5642,
2006-02-28,Cyprus,Slovenia,0.0,1.0,Cyprus International Tournament,Larnaca,Cyprus,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5642,
2006-02-28,Azerbaijan,Ukraine,0.0,0.0,Friendly,Baku,Azerbaijan,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5642,
2006-02-28,Finland,Kazakhstan,0.0,0.0,Cyprus International Tournament,Larnaca,Cyprus,True,Kazakhstan,0.0,-0.0,-0.5,0.5,0.0,-0.5,0.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5642,293.0
2006-03-01,Poland,United States,0.0,1.0,Friendly,Kaiserslautern,Germany,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,friendly,0.25,1.0,0.0,1.0,UEFA,CONCACAF,5643,
2006-03-01,Palestine,Singapore,1.0,0.0,AFC Asian Cup qualification,Amman,Jordan,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5643,
2006-03-01,Pakistan,United Arab Emirates,1.0,4.0,AFC Asian Cup qualification,Karachi,Pakistan,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5643,
2006-03-01,South Korea,Angola,1.0,0.0,Friendly,Seoul,South Korea,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,CAF,5643,
2006-03-01,Northern Ireland,Estonia,1.0,0.0,Friendly,Belfast,Northern Ireland,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5643,
2006-03-01,Qatar,Uzbekistan,2.0,1.0,AFC Asian Cup qualification,Doha,Qatar,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5643,
2006-03-01,Oman,Jordan,3.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5643,
2006-03-01,Russia,Brazil,0.0,1.0,Friendly,Moscow,Russia,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,CONMEBOL,5643,
2006-03-01,Wales,Paraguay,0.0,0.0,Friendly,Cardiff,Wales,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,CONMEBOL,5643,
2006-03-01,Scotland,Switzerland,1.0,3.0,Friendly,Glasgow,Scotland,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,Senegal,Norway,2.0,1.0,Friendly,Dakar,Senegal,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CAF,UEFA,5643,
2006-03-01,Slovenia,Romania,0.0,2.0,Cyprus International Tournament,Larnaca,Cyprus,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,Spain,Ivory Coast,3.0,2.0,Friendly,Valladolid,Spain,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,CAF,5643,
2006-03-01,Tunisia,Serbia,0.0,1.0,Friendly,Radès,Tunisia,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,CAF,UEFA,5643,
2006-03-01,Turkey,Czech Republic,2.0,2.0,Friendly,İzmir,Turkey,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5643,
2006-03-01,Venezuela,Colombia,1.0,1.0,Friendly,Maracaibo,Venezuela,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CONMEBOL,CONMEBOL,5643,
2006-03-01,Netherlands,Ecuador,1.0,0.0,Friendly,Amsterdam,Netherlands,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,CONMEBOL,5643,
2006-03-01,Saudi Arabia,Portugal,0.0,3.0,Friendly,Düsseldorf,Germany,True,,-3.0,3.0,-3.0,3.0,0.0,-3.0,3.0,friendly,0.25,1.0,0.0,1.0,AFC,UEFA,5643,
2006-03-01,Mexico,Ghana,1.0,0.0,Friendly,Frisco,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CAF,5643,
2006-03-01,Kazakhstan,Greece,0.0,2.0,Cyprus International Tournament,Nicosia,Cyprus,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,North Macedonia,Bulgaria,0.0,1.0,Friendly,Skopje,North Macedonia,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,Albania,Lithuania,1.0,2.0,Friendly,Tirana,Albania,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,Argentina,Croatia,2.0,3.0,Friendly,Basel,Switzerland,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,friendly,0.25,1.0,0.0,1.0,CONMEBOL,UEFA,5643,
2006-03-01,Austria,Canada,0.0,2.0,Friendly,Vienna,Austria,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,friendly,0.25,1.0,0.0,1.0,UEFA,CONCACAF,5643,
2006-03-01,Bangladesh,Hong Kong,0.0,1.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5643,
2006-03-01,Malta,Georgia,0.0,2.0,Malta International Tournament,Attard,Malta,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,England,Uruguay,2.0,1.0,Friendly,Liverpool,England,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,CONMEBOL,5643,
2006-03-01,Finland,Belarus,2.0,2.0,Cyprus International Tournament,Paphos,Cyprus,True,Finland,0.0,-0.0,0.5,-0.5,0.0,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5643,294.0
2006-03-01,France,Slovakia,1.0,2.0,Friendly,Saint-Denis,France,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,Cyprus,Armenia,2.0,0.0,Cyprus International Tournament,Limassol,Cyprus,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5643,
2006-03-01,Iran,Costa Rica,3.0,2.0,Friendly,Tehran,Iran,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,CONCACAF,5643,
2006-03-01,Iraq,China,2.0,1.0,AFC Asian Cup qualification,Al Ain,United Arab Emirates,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5643,
2006-03-01,Republic of Ireland,Sweden,3.0,0.0,Friendly,Dublin,Republic of Ireland,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5643,
2006-03-01,Israel,Denmark,0.0,2.0,Friendly,Ramat Gan,Israel,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-01,Italy,Germany,4.0,1.0,Friendly,Florence,Italy,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5643,
2006-03-01,India,Yemen,0.0,3.0,AFC Asian Cup qualification,New Delhi,India,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5643,
2006-03-01,Kuwait,Bahrain,0.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5643,
2006-03-01,Luxembourg,Belgium,0.0,2.0,Friendly,Luxembourg,Luxembourg,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5643,
2006-03-15,Saudi Arabia,Iraq,2.0,2.0,Friendly,Jeddah,Saudi Arabia,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,AFC,5644,
2006-03-22,Albania,Georgia,0.0,0.0,Friendly,Tirana,Albania,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5645,
2006-03-22,Germany,United States,4.0,1.0,Friendly,Dortmund,Germany,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,UEFA,CONCACAF,5645,
2006-03-26,Thailand,Philippines,5.0,0.0,Friendly,Chonburi,Thailand,False,,5.0,-5.0,5.0,-5.0,0.5,4.5,-4.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,5646,
2006-03-28,Saudi Arabia,Poland,1.0,2.0,Friendly,Riyadh,Saudi Arabia,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,AFC,UEFA,5647,
2006-03-29,Equatorial Guinea,Benin,2.0,0.0,Friendly,Bata,Equatorial Guinea,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,5648,
2006-03-29,Mexico,Paraguay,2.0,1.0,Friendly,Chicago,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONMEBOL,5648,
2006-03-30,Japan,Ecuador,1.0,0.0,Friendly,Ōita,Japan,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,CONMEBOL,5649,
2006-04-01,Bangladesh,Cambodia,2.0,1.0,AFC Challenge Cup,Dhaka,Bangladesh,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5650,
2006-04-01,Palestine,Guam,11.0,0.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,11.0,-11.0,8.0,-8.0,0.0,8.0,-8.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5650,
2006-04-02,Tajikistan,Macau,4.0,0.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,4.0,-4.0,4.0,-4.0,0.0,4.0,-4.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5651,
2006-04-02,Sri Lanka,Brunei,1.0,0.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5651,
2006-04-02,Kyrgyzstan,Pakistan,0.0,1.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5651,
2006-04-02,Nepal,Bhutan,2.0,0.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5651,
2006-04-03,Bangladesh,Guam,3.0,0.0,AFC Challenge Cup,Dhaka,Bangladesh,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5652,
2006-04-03,Cambodia,Palestine,0.0,4.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-4.0,4.0,-4.0,4.0,0.0,-4.0,4.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5652,
2006-04-04,Bhutan,Sri Lanka,0.0,1.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5653,
2006-04-04,Brunei,Nepal,2.0,1.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5653,
2006-04-04,Pakistan,Tajikistan,0.0,2.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5653,
2006-04-05,Bangladesh,Palestine,1.0,1.0,AFC Challenge Cup,Dhaka,Bangladesh,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5654,
2006-04-05,Philippines,Afghanistan,1.0,1.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5654,
2006-04-06,Bhutan,Brunei,0.0,0.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5655,
2006-04-06,Cambodia,Guam,3.0,0.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,3.0,-3.0,3.0,-3.0,0.0,3.0,-3.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5655,
2006-04-06,Pakistan,Macau,2.0,2.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5655,
2006-04-06,Sri Lanka,Nepal,1.0,1.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5655,
2006-04-06,Tajikistan,Kyrgyzstan,0.0,1.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5655,
2006-04-07,Macau,Kyrgyzstan,0.0,2.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5656,
2006-04-09,Palestine,Kyrgyzstan,0.0,1.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5657,
2006-04-10,Bangladesh,Tajikistan,1.0,6.0,AFC Challenge Cup,Dhaka,Bangladesh,False,,-5.0,5.0,-5.0,5.0,0.5,-5.5,5.5,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5658,
2006-04-11,United States,Jamaica,1.0,1.0,Friendly,Cary,United States,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CONCACAF,CONCACAF,5659,
2006-04-12,Azerbaijan,Turkey,1.0,1.0,Friendly,Baku,Azerbaijan,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5660,
2006-04-12,Sri Lanka,Nepal,1.0,1.0,AFC Challenge Cup,Chittagong,Bangladesh,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,AFC,AFC,5660,
2006-04-13,Tajikistan,Kyrgyzstan,2.0,0.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,5661,
2006-04-14,Lesotho,Eswatini,5.0,0.0,Friendly,Maseru,Lesotho,False,,5.0,-5.0,5.0,-5.0,0.5,4.5,-4.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,5662,
2006-04-16,Lesotho,Eswatini,2.0,2.0,Friendly,Maseru,Lesotho,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CAF,CAF,5663,
2006-04-16,Sri Lanka,Tajikistan,0.0,4.0,AFC Challenge Cup,Dhaka,Bangladesh,True,,-4.0,4.0,-4.0,4.0,0.0,-4.0,4.0,competitive,1.0,1.0,0.0,1.0,AFC,AFC,5663,
2006-04-22,Kosovo,Monaco,7.0,1.0,Friendly,Cap-d'Ail,France,True,,6.0,-6.0,6.0,-6.0,0.0,6.0,-6.0,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5664,
2006-04-25,Chile,New Zealand,4.0,1.0,Friendly,Rancagua,Chile,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,CONMEBOL,OFC,5665,
2006-04-27,Chile,New Zealand,1.0,0.0,Friendly,La Calera,Chile,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CONMEBOL,OFC,5666,
2006-04-29,Angola,Mauritius,5.0,1.0,COSAFA Cup,Maseru,Lesotho,True,,4.0,-4.0,4.0,-4.0,0.0,4.0,-4.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,5667,
2006-04-29,Lesotho,Mozambique,0.0,0.0,COSAFA Cup,Maseru,Lesotho,False,Lesotho,0.0,-0.0,0.5,-0.5,0.5,0.0,-0.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,5667,295.0
2006-04-30,Lesotho,Angola,1.0,3.0,COSAFA Cup,Maseru,Lesotho,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,5668,
2006-04-30,Mauritius,Mozambique,0.0,0.0,COSAFA Cup,Maseru,Lesotho,True,Mozambique,0.0,-0.0,-0.5,0.5,0.0,-0.5,0.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,5668,296.0
2006-05-02,United Arab Emirates,Syria,2.0,1.0,Friendly,Dubai,United Arab Emirates,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,5669,
2006-05-02,Poland,Lithuania,0.0,1.0,Friendly,Bełchatów,Poland,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5669,
2006-05-05,Mexico,Venezuela,1.0,0.0,Friendly,Pasadena,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONMEBOL,5670,
2006-05-09,Japan,Bulgaria,1.0,2.0,Kirin Cup,Osaka,Japan,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,AFC,UEFA,5671,
2006-05-10,Lesotho,South Africa,0.0,0.0,Friendly,Maseru,Lesotho,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CAF,CAF,5672,
2006-05-10,Trinidad and Tobago,Peru,1.0,1.0,Friendly,Port of Spain,Trinidad and Tobago,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CONCACAF,CONMEBOL,5672,
2006-05-11,Belgium,Saudi Arabia,2.0,1.0,Friendly,Sittard,Netherlands,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,UEFA,AFC,5673,
2006-05-11,Bulgaria,Scotland,1.0,5.0,Kirin Cup,Kobe,Japan,True,,-4.0,4.0,-4.0,4.0,0.0,-4.0,4.0,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5673,
2006-05-12,Mexico,DR Congo,2.0,1.0,Friendly,Mexico City,Mexico,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CONCACAF,CAF,5674,
2006-05-13,Japan,Scotland,0.0,0.0,Kirin Cup,Saitama,Japan,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,UEFA,5675,
2006-05-14,Botswana,Zambia,0.0,0.0,Friendly,Gaborone,Botswana,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CAF,CAF,5676,
2006-05-14,Poland,Faroe Islands,4.0,0.0,Friendly,Wronki,Poland,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5676,
2006-05-14,Saudi Arabia,Togo,1.0,0.0,Friendly,Sittard,Netherlands,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,AFC,CAF,5676,
2006-05-18,Moldova,Azerbaijan,0.0,0.0,Friendly,Chișinău,Moldova,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5677,
2006-05-20,Slovakia,Belgium,1.0,1.0,Friendly,Trnava,Slovakia,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5678,
2006-05-20,South Africa,Eswatini,1.0,0.0,COSAFA Cup,Gaborone,Botswana,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,5678,
2006-05-20,Botswana,Madagascar,2.0,0.0,COSAFA Cup,Gaborone,Botswana,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,5678,
2006-05-21,Botswana,South Africa,0.0,0.0,COSAFA Cup,Gaborone,Botswana,False,Botswana,0.0,-0.0,0.5,-0.5,0.5,0.0,-0.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,5679,297.0
2006-05-21,Madagascar,Eswatini,0.0,2.0,COSAFA Cup,Gaborone,Botswana,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,5679,
2006-05-21,Northern Ireland,Uruguay,0.0,1.0,Friendly,East Rutherford,United States,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,friendly,0.25,1.0,0.0,1.0,UEFA,CONMEBOL,5679,
2006-05-23,Austria,Croatia,1.0,4.0,Friendly,Vienna,Austria,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,5680,
2006-05-23,South Korea,Senegal,1.0,1.0,Friendly,Seoul,South Korea,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,CAF,5680,
2006-05-23,Romania,Uruguay,0.0,2.0,Friendly,Los Angeles,United States,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,friendly,0.25,1.0,0.0,1.0,UEFA,CONMEBOL,5680,
2006-05-23,United States,Morocco,0.0,1.0,Friendly,Nashville,United States,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,CONCACAF,CAF,5680,
2006-05-24,Belgium,Turkey,3.0,3.0,Friendly,Genk,Belgium,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5681,
2006-05-24,Colombia,Ecuador,1.0,1.0,Friendly,East Rutherford,United States,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CONMEBOL,CONMEBOL,5681,
2006-05-24,Hungary,New Zealand,2.0,0.0,Friendly,Budapest,Hungary,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,UEFA,OFC,5681,
2006-05-24,Republic of Ireland,Chile,0.0,1.0,Friendly,Dublin,Republic of Ireland,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,CONMEBOL,5681,
2006-05-24,Norway,Paraguay,2.0,2.0,Friendly,Oslo,Norway,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,CONMEBOL,5681,
2006-05-25,Australia,Greece,1.0,0.0,Friendly,Melbourne,Australia,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,UEFA,5682,
2006-05-25,Sweden,Finland,0.0,0.0,Friendly,Gothenburg,Sweden,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,5682,
2006-05-26,United States,Venezuela,2.0,0.0,Friendly,Cleveland,United States,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONMEBOL,5683,
2006-05-26,Romania,Northern Ireland,2.0,0.0,Friendly,Chicago,United States,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,5683,
2006-05-26,Turkey,Ghana,1.0,1.0,Friendly,Bochum,Germany,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,UEFA,CAF,5683,
2006-05-26,South Korea,Bosnia and Herzegovina,2.0,0.0,Friendly,Seoul,South Korea,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,AFC,UEFA,5683,
2006-05-26,Czech Republic,Saudi Arabia,2.0,0.0,Friendly,Innsbruck,Austria,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,friendly,0.25,1.0,1.0,0.0,UEFA,AFC,5683,
2006-05-27,Denmark,Paraguay,1.0,1.0,Friendly,Aarhus,Denmark,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,CONMEBOL,5684,
