date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,shootout_winner,raw_margin_home,raw_margin_away,margin_home,margin_away,hfa,adj_margin_home,adj_margin_away,match_type,match_type_weight,tier_weight,home_win,away_win,home_confederation,away_confederation,grouped_date_id,unique_game_id
1993-07-18,Guinea,Cameroon,0.0,1.0,FIFA World Cup qualification,Conakry,Guinea,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,2789,
1993-07-18,Ivory Coast,Algeria,1.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2789,
1993-07-18,Mexico,Canada,8.0,0.0,Gold Cup,Mexico City,Mexico,False,,8.0,-8.0,8.0,-8.0,0.5,7.5,-7.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,2789,
1993-07-18,Venezuela,Bolivia,1.0,7.0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False,,-6.0,6.0,-6.0,6.0,0.5,-6.5,6.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2789,
1993-07-22,United States,Costa Rica,1.0,0.0,Gold Cup,Dallas,United States,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,2790,
1993-07-22,Mexico,Jamaica,6.0,1.0,Gold Cup,Mexico City,Mexico,False,,5.0,-5.0,5.0,-5.0,0.5,4.5,-4.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,2790,
1993-07-24,Kenya,Mozambique,4.0,1.0,African Cup of Nations qualification,Nairobi,Kenya,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2791,
1993-07-24,Uganda,Sudan,1.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2791,
1993-07-24,Nigeria,Ethiopia,6.0,0.0,African Cup of Nations qualification,Lagos,Nigeria,False,,6.0,-6.0,6.0,-6.0,0.5,5.5,-5.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2791,
1993-07-25,Algeria,Senegal,4.0,0.0,African Cup of Nations qualification,Tlemcen,Algeria,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2792,
1993-07-25,Benin,Gabon,1.0,2.0,African Cup of Nations qualification,Cotonou,Benin,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,2792,
1993-07-25,Bolivia,Brazil,2.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2792,
1993-07-25,Cameroon,Niger,2.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2792,
1993-07-25,DR Congo,Lesotho,7.0,0.0,African Cup of Nations qualification,Kinshasa,Zaïre,False,,7.0,-7.0,7.0,-7.0,0.5,6.5,-6.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2792,
1993-07-25,Jamaica,Costa Rica,1.0,1.0,Gold Cup,Mexico City,Mexico,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.5,0.5,0.5,CONCACAF,CONCACAF,2792,
1993-07-25,Liberia,Ghana,0.0,2.0,African Cup of Nations qualification,Monrovia,Liberia,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,2792,
1993-07-25,Malawi,Morocco,0.0,2.0,African Cup of Nations qualification,Lilongwe,Malawi,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,2792,
1993-07-25,Mali,Egypt,2.0,1.0,African Cup of Nations qualification,Bamako,Mali,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2792,
1993-07-25,Mauritius,South Africa,1.0,3.0,African Cup of Nations qualification,Mapou,Mauritius,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,2792,
1993-07-25,Mexico,United States,4.0,0.0,Gold Cup,Mexico City,Mexico,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,2792,
1993-07-25,Venezuela,Uruguay,0.0,1.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2792,
1993-07-25,Zimbabwe,Zambia,1.0,1.0,African Cup of Nations qualification,Harare,Zimbabwe,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CAF,CAF,2792,
1993-07-28,France,Russia,3.0,1.0,Friendly,Caen,France,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,2793,
1993-07-29,Malawi,Eswatini,3.0,0.0,Friendly,Blantyre,Malawi,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2794,
1993-07-31,Canada,Australia,2.0,1.0,FIFA World Cup qualification,Edmonton,Canada,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONCACAF,AFC,2795,
1993-08-01,Uruguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2796,
1993-08-01,Venezuela,Brazil,1.0,5.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,,-4.0,4.0,-4.0,4.0,0.5,-4.5,4.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2796,
1993-08-01,Colombia,Paraguay,0.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2796,
1993-08-01,Peru,Argentina,0.0,1.0,FIFA World Cup qualification,Lima,Peru,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2796,
1993-08-07,Senegal,Zambia,0.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,CAF,CAF,2797,
1993-08-08,Peru,Colombia,0.0,1.0,FIFA World Cup qualification,Lima,Peru,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2798,
1993-08-08,Zimbabwe,Eswatini,2.0,0.0,Friendly,Harare,Zimbabwe,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2798,
1993-08-08,Paraguay,Argentina,1.0,3.0,FIFA World Cup qualification,Asunción,Paraguay,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2798,
1993-08-08,Guinea,Sierra Leone,1.0,0.0,Friendly,Conakry,Guinea,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2798,
1993-08-08,Ecuador,Venezuela,5.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,,5.0,-5.0,5.0,-5.0,0.5,4.5,-4.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2798,
1993-08-08,Brazil,Mexico,1.0,1.0,Friendly,Maceió,Brazil,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CONMEBOL,CONCACAF,2798,
1993-08-08,Bolivia,Uruguay,3.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2798,
1993-08-09,Guinea,Sierra Leone,4.0,0.0,Friendly,Conakry,Guinea,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2799,
1993-08-11,Faroe Islands,Norway,0.0,7.0,Friendly,Toftir,Faroe Islands,False,,-7.0,7.0,-7.0,7.0,0.5,-7.5,7.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,2800,
1993-08-11,Sweden,Switzerland,1.0,2.0,Friendly,Borås,Sweden,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,UEFA,2800,
1993-08-15,Paraguay,Peru,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2801,
1993-08-15,Australia,Canada,2.0,1.0,FIFA World Cup qualification,Sydney,Australia,False,Australia,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,AFC,CONCACAF,2801,117.0
1993-08-15,Bolivia,Ecuador,1.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2801,
1993-08-15,Colombia,Argentina,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2801,
1993-08-15,Congo,Guinea,0.0,0.0,African Cup of Nations qualification,Pointe-Noire,Congo,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CAF,CAF,2801,
1993-08-15,Uruguay,Brazil,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2801,
1993-08-20,Madagascar,Comoros,5.0,0.0,Indian Ocean Island Games,Victoria,Seychelles,True,,5.0,-5.0,5.0,-5.0,0.0,5.0,-5.0,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2802,
1993-08-22,Mauritius,Comoros,3.0,0.0,Indian Ocean Island Games,Victoria,Seychelles,True,,3.0,-3.0,3.0,-3.0,0.0,3.0,-3.0,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2803,
1993-08-22,Sweden,France,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,UEFA,UEFA,2803,
1993-08-22,Paraguay,Colombia,1.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2803,
1993-08-22,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2803,
1993-08-22,Bolivia,Venezuela,7.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False,,7.0,-7.0,7.0,-7.0,0.5,6.5,-6.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2803,
1993-08-22,Argentina,Peru,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2803,
1993-08-24,Mauritius,Madagascar,1.0,2.0,Indian Ocean Island Games,Victoria,Seychelles,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,friendly,0.25,1.0,0.0,1.0,CAF,CAF,2804,
1993-08-25,Austria,Finland,3.0,0.0,FIFA World Cup qualification,Vienna,Austria,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2805,
1993-08-25,Denmark,Lithuania,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2805,
1993-08-26,Seychelles,Madagascar,1.0,2.0,Indian Ocean Island Games,Victoria,Seychelles,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,CAF,CAF,2806,
1993-08-28,Seychelles,Mauritius,2.0,6.0,Indian Ocean Island Games,Victoria,Seychelles,False,,-4.0,4.0,-4.0,4.0,0.5,-4.5,4.5,friendly,0.25,1.0,0.0,1.0,CAF,CAF,2807,
1993-08-29,Argentina,Paraguay,0.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2808,
1993-08-29,Brazil,Bolivia,6.0,0.0,FIFA World Cup qualification,Recife,Brazil,False,,6.0,-6.0,6.0,-6.0,0.5,5.5,-5.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2808,
1993-08-29,Colombia,Peru,4.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2808,
1993-08-29,Uruguay,Venezuela,4.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2808,
1993-08-31,Iceland,United States,0.0,1.0,Friendly,Reykjavík,Iceland,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,UEFA,CONCACAF,2809,
1993-09-05,Peru,Paraguay,2.0,2.0,FIFA World Cup qualification,Lima,Peru,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2810,
1993-09-05,Estonia,Portugal,0.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2810,
1993-09-05,Ecuador,Uruguay,0.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2810,
1993-09-05,Brazil,Venezuela,4.0,0.0,FIFA World Cup qualification,Belo Horizonte,Brazil,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2810,
1993-09-05,Argentina,Colombia,0.0,5.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,,-5.0,5.0,-5.0,5.0,0.5,-5.5,5.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,2810,
1993-09-06,Eswatini,Zimbabwe,0.0,1.0,Friendly,Mbabane,Swaziland,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,CAF,CAF,2811,
1993-09-08,Spain,Chile,2.0,0.0,Friendly,Alicante,Spain,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,UEFA,CONMEBOL,2812,
1993-09-08,Scotland,Switzerland,1.0,1.0,FIFA World Cup qualification,Aberdeen,Scotland,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,UEFA,UEFA,2812,
1993-09-08,Norway,United States,1.0,0.0,Friendly,Oslo,Norway,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,CONCACAF,2812,
1993-09-08,Northern Ireland,Latvia,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2812,
1993-09-08,Republic of Ireland,Lithuania,2.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2812,
1993-09-08,Iceland,Luxembourg,1.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2812,
1993-09-08,Wales,Czechoslovakia,2.0,2.0,FIFA World Cup qualification,Cardiff,Wales,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,UEFA,UEFA,2812,
1993-09-08,Finland,France,0.0,2.0,FIFA World Cup qualification,Tampere,Finland,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2812,
1993-09-08,Faroe Islands,Romania,0.0,4.0,FIFA World Cup qualification,Toftir,Faroe Islands,False,,-4.0,4.0,-4.0,4.0,0.5,-4.5,4.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2812,
1993-09-08,England,Poland,3.0,0.0,FIFA World Cup qualification,London,England,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2812,
1993-09-08,Bulgaria,Sweden,1.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,UEFA,UEFA,2812,
1993-09-08,Albania,Denmark,0.0,1.0,FIFA World Cup qualification,Tirana,Albania,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2812,
1993-09-08,Hungary,Russia,1.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2812,
1993-09-12,Uruguay,Bolivia,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2813,
1993-09-12,Venezuela,Ecuador,2.0,1.0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2813,
1993-09-15,Morocco,Mali,3.0,0.0,Friendly,Casablanca,Morocco,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2814,
1993-09-17,Saudi Arabia,Thailand,4.0,0.0,Friendly,Dammam,Saudi Arabia,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,2815,
1993-09-19,Zimbabwe,Senegal,2.0,0.0,Friendly,Harare,Zimbabwe,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2816,
1993-09-19,Brazil,Uruguay,2.0,0.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,2816,
1993-09-19,Ecuador,Bolivia,1.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,2816,
1993-09-20,Saudi Arabia,Thailand,3.0,0.0,Friendly,Dammam,Saudi Arabia,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,2817,
1993-09-22,Tunisia,Germany,1.0,1.0,Friendly,Tunis,Tunisia,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CAF,UEFA,2818,
1993-09-22,Albania,Spain,1.0,5.0,FIFA World Cup qualification,Tirana,Albania,False,,-4.0,4.0,-4.0,4.0,0.5,-4.5,4.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2818,
1993-09-22,Estonia,Italy,0.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2818,
1993-09-22,Mexico,Cameroon,1.0,0.0,Friendly,Los Angeles,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CAF,2818,
1993-09-22,Norway,Poland,1.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2818,
1993-09-22,Romania,Israel,1.0,0.0,Friendly,Bucharest,Romania,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,UEFA,2818,
1993-09-22,San Marino,Netherlands,0.0,7.0,FIFA World Cup qualification,Bologna,Italy,True,,-7.0,7.0,-7.0,7.0,0.0,-7.0,7.0,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2818,
1993-09-23,Saudi Arabia,Costa Rica,1.0,2.0,Friendly,Khobar,Saudi Arabia,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,AFC,CONCACAF,2819,
1993-09-24,South Korea,Australia,1.0,1.0,Friendly,Seoul,South Korea,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,AFC,2820,
1993-09-25,Nigeria,Ivory Coast,4.0,1.0,FIFA World Cup qualification,Lagos,Nigeria,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2821,
1993-09-26,South Korea,Australia,1.0,0.0,Friendly,Seoul,South Korea,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,2822,
1993-09-26,Zambia,Senegal,4.0,0.0,FIFA World Cup qualification,Lusaka,Zambia,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2822,
1993-09-26,Zimbabwe,Guinea,1.0,0.0,FIFA World Cup qualification,Harare,Zimbabwe,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2822,
1993-09-27,Saudi Arabia,Costa Rica,3.0,2.0,Friendly,Khobar,Saudi Arabia,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,CONCACAF,2823,
1993-09-29,Mexico,Poland,0.0,0.0,Friendly,Oakland,United States,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CONCACAF,UEFA,2824,
1993-10-01,Morocco,Gabon,1.0,0.0,Friendly,Rabat,Morocco,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,2825,
1993-10-04,Japan,Ivory Coast,1.0,0.0,Friendly,Tokyo,Japan,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,CAF,2826,
1993-10-05,Cyprus,Israel,2.0,2.0,Friendly,Limassol,Cyprus,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,UEFA,UEFA,2827,
1993-10-06,Mexico,South Africa,4.0,0.0,Friendly,Los Angeles,United States,True,,4.0,-4.0,4.0,-4.0,0.0,4.0,-4.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CAF,2828,
1993-10-06,Saudi Arabia,Russia,4.0,2.0,Friendly,Khobar,Saudi Arabia,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,AFC,UEFA,2828,
1993-10-06,Belgium,Gabon,2.0,1.0,Friendly,Brussels,Belgium,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,UEFA,CAF,2828,
1993-10-08,Algeria,Nigeria,1.0,1.0,FIFA World Cup qualification,Algiers,Algeria,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CAF,CAF,2829,
1993-10-10,Cameroon,Zimbabwe,3.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2830,
1993-10-10,Morocco,Zambia,1.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,2830,
1993-10-12,Luxembourg,Greece,1.0,3.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,2831,
1993-10-13,Portugal,Switzerland,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2832,
1993-10-13,Wales,Cyprus,2.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2832,
1993-10-13,United States,Mexico,1.0,1.0,Friendly,"Washington, D.C.",United States,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CONCACAF,CONCACAF,2832,
1993-10-13,Sweden,Finland,3.0,2.0,FIFA World Cup qualification,Solna,Sweden,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,2832,
